1	0.23526901006698608
2	0.2374206781387329
3	0.48506252964337665
4	0.2234189212322235
5	0.13217172274986902
6	0.130410502354304
7	0.08830692370732625
8	0.046516465644041695
9	0.11728679264585178
10	0.041030791898568474
11	0.068795179327329
12	0.05266851931810379
13	0.056309169779221215
14	0.048918016254901886
15	0.054376800855000816
16	0.051633247484763466
17	0.035109084099531174
18	0.04377724602818489
19	0.060194733242193856
20	0.05556930104891459
21	0.0398231769601504
22	0.052915134777625404
23	0.0697230522831281
24	0.0423680047194163
25	0.03654823824763298
26	0.045067016035318375
27	0.040559351444244385
28	0.04249676068623861
29	0.05199291184544563
30	0.03924549867709478
31	0.03868619352579117
32	0.037144566575686135
33	0.05113828182220459
34	0.04419254884123802
35	0.057646941393613815
36	0.04869267841180166
37	0.04442363356550535
38	0.048095181584358215
39	0.0601046159863472
40	0.04362881680329641
41	0.048028528690338135
42	0.03765419001380602
43	0.042059704661369324
44	0.032962147146463394
45	0.049776421238978706
46	0.06362091874082883
47	0.032548168674111366
48	0.0472827764848868
49	0.044105552757779755
50	0.037263439347346626
